17;;
1;DB17.STRING0.200;RECETE.ReceteAdi
2;DB17.STRING202.30;RECETE.ReceteTarihi
3;DB17.DINT234;RECETE.ReceteID
4;DB17.STRING238.30;RECETE.UretimEmirNo
5;DB17.STRING270.50;RECETE.Referans_Kodu
6;DB17.STRING322.50;RECETE.Referans_Adi
7;DB17.STRING374.50;RECETE.Referans_MusteriKodu
8;DB17.STRING426.50;RECETE.Referans_Barkod
9;DB17.STRING478.50;RECETE.ToplamUretilecekMiktar
10;DB17.INT530;RECETE.MakineNo
11;DB17.INT532;RECETE.IstasyonNo
12;DB17.INT534;RECETE.SkcProgramNo
13;DB17.INT536;RECETE.RedKasaKapasite
14;DB17.DINT538;RECETE.UretimSuresi
45;DB27.DBX2.7;WEBSERVIS.Haberlesme.IsEmri_Iste
46;DB27.INT18;WEBSERVIS.KALITE_KONTROL_ZAMANI_GELDI
47;DB27.INT20;WEBSERVIS.KALITE_KONTROL_ZAMANI
48;DB27.STRING22.20;WEBSERVIS.KALITE_KONTROL_DEFAULT_USER
49;DB27.STRING44.30;WEBSERVIS.SON_KALITE_KONTROL_ZAMANI
50;DB27.DBX0.0;WEBSERVIS.UretimHatStatuler.1_OFF
51;DB27.DBX0.1;WEBSERVIS.UretimHatStatuler.2_ON
52;DB27.DBX0.2;WEBSERVIS.UretimHatStatuler.3_BAKIM
53;DB27.DBX0.3;WEBSERVIS.UretimHatStatuler.4_DURUS
54;DB27.DBX0.4;WEBSERVIS.UretimHatStatuler.5_START
55;DB27.DBX0.5;WEBSERVIS.UretimHatStatuler.6_KALITE_DURUS
56;DB27.DBX0.6;WEBSERVIS.UretimHatStatuler.7_KALITE_START
57;DB27.DBX2.0;WEBSERVIS.Haberlesme.MAKINEBOS
58;DB27.INT4;WEBSERVIS.URETIM_HAT_STATUS
59;DB27.DINT6;WEBSERVIS.PROSES_KALAN_SURE
60;DB27.INT10;WEBSERVIS.GIRIS_YAPAN_KULLANICI_SAYI
61;DB27.DBX2.1;WEBSERVIS.Haberlesme.DURUSON
62;DB27.DBX2.2;WEBSERVIS.Haberlesme.BAKIMKONTROLON
63;DB27.DBX2.3;WEBSERVIS.Haberlesme.UretimBasladi
64;DB27.DBX2.4;WEBSERVIS.Haberlesme.UretimBasladi_Onay
65;DB27.DBX2.5;WEBSERVIS.Haberlesme.UretimBitti
66;DB27.DBX2.6;WEBSERVIS.Haberlesme.UretimBitti_Onay
67;DB27.DBB12;WEBSERVIS.VARDIYA1_BASLANGIC
68;DB27.DBB13;WEBSERVIS.VARDIYA1_BITIS
69;DB27.DBB14;WEBSERVIS.VARDIYA2_BASLANGIC
70;DB27.DBB15;WEBSERVIS.VARDIYA2_BITIS
71;DB27.DBB16;WEBSERVIS.VARDIYA3_BASLANGIC
72;DB27.DBB17;WEBSERVIS.VARDIYA3_BITIS
80;DB1.INT102;Durum.ResetAdim
81;DB1.INT104;Durum.OtomatikAdim
82;DB1.INT106;Durum.HmiInfo
100;DB22.INT0;SONUC.GenelSonuc
101;DB22.INT2;SONUC.HataKodu
102;DB22.INT4;SONUC.VidalamaSonuc[1]
103;DB22.INT6;SONUC.VidalamaSonuc[2]
104;DB22.INT8;SONUC.VidalamaSonuc[3]
105;DB22.INT10;SONUC.VidalamaSonuc[4]
106;DB22.INT12;SONUC.VidalamaSonuc[5]
107;DB22.INT14;SONUC.VidalamaSonuc[6]
108;DB22.INT16;SONUC.VidalamaSonuc[7]
109;DB22.INT18;SONUC.VidalamaSonuc[8]
110;DB22.INT20;SONUC.VidalamaSonuc[9]
111;DB22.INT22;SONUC.VidalamaSonuc[10]
112;DB22.INT24;SONUC.TorkDegeri[1]
113;DB22.INT26;SONUC.TorkDegeri[2]
114;DB22.INT28;SONUC.TorkDegeri[3]
115;DB22.INT30;SONUC.TorkDegeri[4]
116;DB22.INT32;SONUC.TorkDegeri[5]
117;DB22.INT34;SONUC.TorkDegeri[6]
118;DB22.INT36;SONUC.TorkDegeri[7]
119;DB22.INT38;SONUC.TorkDegeri[8]
120;DB22.INT40;SONUC.TorkDegeri[9]
121;DB22.INT42;SONUC.TorkDegeri[10]
122;DB22.INT44;SONUC.AciDegeri[1]
123;DB22.INT46;SONUC.AciDegeri[2]
124;DB22.INT48;SONUC.AciDegeri[3]
125;DB22.INT50;SONUC.AciDegeri[4]
126;DB22.INT52;SONUC.AciDegeri[5]
127;DB22.INT54;SONUC.AciDegeri[6]
128;DB22.INT56;SONUC.AciDegeri[7]
129;DB22.INT58;SONUC.AciDegeri[8]
130;DB22.INT60;SONUC.AciDegeri[9]
131;DB22.INT62;SONUC.AciDegeri[10]
150;DB4.DINT46;Sayaclar.Step2Kalan
151;DB4.DINT62;Sayaclar.Step2OkSayac
152;DB4.DINT66;Sayaclar.Step2NokSayac
